temperature,humidity,rainfall,transit_time,storage_duration,food_type,spoilage_risk
17.38,39.59,118.98,41.52,21.95,Meat products,Low
27.62,31.08,80.62,34.83,59.51,Carrot,Moderate
31.62,43.78,182.77,42.0,24.38,Okra,Moderate
13.16,86.19,104.97,3.53,55.76,Cheese,Moderate
17.68,60.81,32.7,10.26,67.72,Potato,Low
34.9,82.02,160.85,37.11,56.18,Spinach,High
19.34,88.56,267.94,37.67,12.59,Cabbage,Moderate
35.45,96.51,234.89,28.27,13.86,Fish,High
27.9,51.93,170.15,10.68,49.64,Guava,Low
18.22,92.3,45.75,24.9,17.32,Spinach,Moderate
31.89,42.46,78.6,30.83,59.76,Guava,Moderate
38.62,65.44,209.12,12.01,70.77,Frozen peas,Moderate
30.45,50.4,67.22,35.67,28.22,Green gram,Moderate
39.57,47.16,260.79,32.74,35.57,Watermelon,Moderate
23.09,44.07,12.81,34.28,21.26,Apple,Low
12.01,79.87,91.7,42.09,64.65,Papaya,Moderate
33.42,93.55,90.94,21.2,10.32,Pineapple,Moderate
33.34,48.09,109.57,12.17,29.28,Maize,Low
17.41,53.81,115.72,29.45,70.12,Egg,Moderate
32.51,74.93,252.9,47.36,49.3,Watermelon,Moderate
44.28,70.73,136.98,21.34,7.65,Milk,Moderate
37.9,50.21,31.96,47.06,33.28,Green gram,Moderate
35.16,73.23,172.6,38.68,48.89,Egg,Moderate
26.84,71.67,282.53,3.47,3.04,Pineapple,Low
11.17,78.35,115.8,12.03,47.78,Paneer,Moderate
41.3,30.35,290.49,43.46,55.26,Apple,Moderate
43.32,73.51,18.67,6.7,65.72,Lentil,Moderate
26.5,51.68,214.95,10.59,23.16,Meat products,Low
28.25,80.63,256.1,41.0,51.53,Rice,Moderate
40.0,89.34,260.26,21.4,32.96,Mango,Moderate
38.2,32.71,162.4,20.09,70.06,Lentil,Moderate
22.08,62.43,288.83,26.79,3.05,Watermelon,Low
16.54,84.92,170.22,19.31,63.45,Guava,Moderate
23.49,30.45,74.09,25.49,6.39,Chickpea,Low
10.65,92.32,197.34,26.6,55.09,Milk,High
20.54,77.42,227.95,6.6,11.34,Tomato,Low
16.45,65.99,249.97,1.47,70.1,Frozen peas,Low
24.4,75.85,149.85,4.07,10.72,Okra,Low
16.21,64.09,5.27,21.19,8.26,Brinjal,Low
35.97,79.07,159.29,34.24,14.96,Fish,High
39.49,78.69,47.52,21.22,64.37,Butter,Moderate
43.17,32.45,151.93,33.65,60.8,Wheat,Moderate
14.66,32.48,125.04,34.1,26.29,Apple,Low
27.39,70.07,259.68,47.05,33.34,Paneer,Moderate
27.86,95.42,217.24,24.45,57.29,Cauliflower,Moderate
36.87,32.13,129.43,16.56,57.89,Wheat,Moderate
26.62,87.78,154.62,42.24,33.88,Lentil,Moderate
20.31,62.59,130.43,6.67,10.68,Paneer,Low
32.34,30.38,159.29,22.91,33.49,Wheat,Low
30.25,77.97,31.77,47.58,55.56,Frozen peas,High
30.05,77.81,72.4,15.01,45.88,Lentil,Moderate
32.9,38.04,277.44,14.83,16.17,Guava,Low
42.96,41.48,29.34,12.88,44.52,Grapes,Moderate
10.57,72.84,128.48,34.75,19.35,Egg,Low
23.68,85.27,44.76,11.08,35.62,Potato,Low
14.53,98.26,98.37,9.49,11.3,Onion,Low
21.75,38.82,212.02,30.37,18.62,Cabbage,Low
44.79,92.07,290.94,25.57,36.47,Potato,High
29.84,34.52,112.7,35.24,34.91,Okra,Low
31.92,70.79,21.46,27.93,21.95,Ready meals,Moderate
43.57,74.07,203.34,37.52,7.25,Chicken,Moderate
38.68,41.13,52.78,26.47,29.15,Tomato,Moderate
34.16,64.42,240.33,14.39,65.64,Banana,Moderate
26.25,51.42,56.8,8.7,24.6,Lentil,Low
21.39,37.84,95.87,32.48,3.02,Paneer,Moderate
43.8,54.97,18.56,43.26,40.31,Maize,Moderate
44.73,86.81,76.58,40.24,69.86,Cabbage,High
41.97,71.07,241.64,3.51,67.17,Cauliflower,Moderate
34.89,99.76,204.78,13.6,59.92,Green gram,Moderate
40.3,89.51,154.48,1.98,64.87,Green gram,Moderate
26.94,54.43,284.82,43.16,23.16,Egg,Low
10.13,53.0,268.2,37.6,17.75,Mango,Low
40.46,76.9,32.15,20.89,6.73,Watermelon,Moderate
40.38,44.9,105.71,29.81,12.13,Maize,Moderate
36.38,84.56,126.87,41.54,37.24,Barley,High
16.44,58.28,90.09,47.69,18.79,Papaya,Low
17.11,74.25,76.61,4.28,26.33,Maize,Low
42.13,77.27,232.97,33.74,39.38,Ready meals,High
36.47,34.33,270.26,39.76,4.48,Pineapple,Moderate
24.94,34.59,244.56,21.82,31.64,Frozen corn,Low
34.52,48.27,115.64,23.22,7.1,Fish,Moderate
27.8,86.99,201.77,23.99,55.53,Papaya,Moderate
31.53,42.34,294.08,2.72,68.03,Ice cream,Moderate
16.73,34.37,31.45,14.51,31.93,Ready meals,Low
25.37,52.61,7.97,14.42,15.45,Frozen corn,Low
33.86,96.46,115.42,16.29,28.31,Brinjal,Moderate
44.51,90.71,128.15,26.93,60.34,Frozen peas,High
36.22,41.96,89.5,35.95,36.39,Green gram,Moderate
32.61,59.71,162.45,32.19,54.99,Wheat,Moderate
26.27,57.04,201.95,47.14,41.14,Butter,Moderate
18.87,85.76,201.21,1.65,20.98,Egg,Low
32.11,52.65,110.77,14.34,62.7,Barley,Moderate
14.94,50.41,32.29,15.54,39.85,Mango,Low
38.67,46.52,193.87,22.28,27.06,Tomato,Low
22.55,43.99,184.33,5.26,33.98,Pineapple,Low
43.13,88.52,249.69,42.03,6.36,Cheese,Moderate
41.82,77.24,245.09,11.43,18.83,Frozen peas,Moderate
29.34,73.84,21.31,44.4,22.43,Orange,Low
40.39,52.51,207.92,42.65,38.77,Guava,Moderate
37.75,35.54,151.9,12.86,27.03,Carrot,Low
42.87,61.85,218.46,5.73,24.45,Spinach,Low
44.57,59.4,294.32,13.04,10.01,Green gram,Low
27.88,30.33,151.08,17.08,59.17,Rice,Low
12.66,99.76,66.1,10.73,36.14,Apple,Moderate
34.73,40.0,46.78,32.01,38.62,Carrot,Moderate
13.9,59.04,121.36,46.94,28.21,Grapes,Low
34.13,94.68,32.92,8.48,52.61,Green gram,Moderate
21.17,91.72,231.22,23.47,23.93,Spinach,Low
27.3,44.24,247.62,23.17,15.46,Tomato,Low
37.36,83.08,184.9,12.22,14.68,Potato,Moderate
16.27,43.87,113.58,43.36,53.14,Meat products,Moderate
41.32,73.53,191.08,38.05,50.92,Mango,Moderate
16.34,69.55,124.24,20.57,7.12,Lentil,Low
27.77,80.49,99.07,43.75,63.67,Paneer,High
10.58,84.1,289.69,15.94,63.61,Chickpea,Moderate
29.09,96.18,46.15,29.96,37.63,Carrot,Moderate
37.14,38.08,167.61,24.55,36.3,Mango,Moderate
21.73,85.03,53.43,39.22,58.73,Grapes,Moderate
20.95,40.53,217.79,8.42,29.72,Papaya,Low
15.52,50.25,29.77,29.47,52.4,Chickpea,Moderate
23.55,94.39,5.35,19.66,29.66,Barley,Low
21.91,73.22,280.42,36.5,2.98,Lentil,Low
34.96,48.86,51.27,46.94,18.8,Paneer,Moderate
19.37,55.08,170.18,13.61,15.84,Ready meals,Low
31.0,74.94,34.32,1.04,68.55,Brinjal,Moderate
37.76,55.76,123.79,42.09,53.9,Green gram,Moderate
26.17,81.01,202.79,20.94,40.1,Ready meals,Moderate
13.72,86.9,122.39,22.69,2.94,Tomato,Low
40.2,35.44,261.62,12.95,6.23,Barley,Low
35.72,57.52,75.34,32.05,24.98,Cabbage,Moderate
24.52,38.24,143.01,2.11,63.99,Guava,Low
16.97,89.97,228.7,1.84,58.45,Green gram,Moderate
15.37,91.82,122.68,12.83,12.44,Tomato,Low
44.28,74.06,10.11,22.46,20.12,Watermelon,Low
12.03,40.78,105.94,18.61,18.23,Butter,Low
27.19,57.6,212.51,14.14,54.71,Carrot,Low
37.27,47.81,62.43,24.65,15.04,Maize,Moderate
35.72,69.97,72.16,15.05,17.49,Ready meals,Low
43.93,38.35,91.33,3.18,8.92,Papaya,Low
32.55,66.63,259.18,21.3,24.83,Milk,Moderate
19.51,58.03,293.18,45.25,58.44,Brinjal,Moderate
34.21,59.98,81.71,9.56,59.07,Ready meals,Moderate
43.86,87.75,62.56,36.92,31.47,Apple,Moderate
29.3,57.16,54.33,45.6,34.92,Fish,Moderate
13.66,47.17,28.3,19.38,10.64,Wheat,Low
39.5,92.88,109.14,42.42,47.77,Meat products,High
19.21,83.03,11.14,12.94,65.56,Cabbage,Moderate
15.76,43.76,71.26,43.75,41.34,Carrot,Moderate
25.55,97.03,19.32,4.75,66.37,Potato,Moderate
17.96,72.59,19.49,14.06,50.75,Ice cream,Moderate
11.91,62.56,180.68,21.63,63.09,Barley,Low
42.16,93.44,80.04,11.76,20.24,Banana,Moderate
39.97,99.97,196.27,47.07,18.09,Fish,High
21.14,50.66,90.33,41.06,36.0,Banana,Low
29.04,89.66,295.34,33.38,4.3,Green gram,Moderate
35.55,99.69,84.37,36.27,54.73,Paneer,High
26.67,77.22,196.9,3.16,70.36,Pineapple,Moderate
10.12,41.13,192.78,32.82,3.96,Potato,Low
44.09,98.16,88.36,42.83,28.77,Brinjal,Moderate
44.75,87.75,148.45,47.75,22.22,Chickpea,Moderate
29.21,59.8,229.77,4.03,19.76,Frozen corn,Low
17.97,51.51,225.76,46.35,12.63,Guava,Low
19.88,42.35,100.89,4.87,15.42,Ready meals,Low
38.09,70.73,261.55,10.75,31.8,Paneer,Moderate
43.64,84.47,87.18,30.35,6.28,Cauliflower,Moderate
30.08,70.78,49.51,10.08,10.3,Papaya,Low
31.95,73.39,285.5,22.09,19.79,Potato,Low
25.52,68.43,269.79,6.64,49.48,Maize,Low
26.32,77.87,94.12,1.08,23.72,Cabbage,Low
15.06,30.58,146.43,3.71,50.29,Wheat,Low
29.24,66.44,141.83,2.0,21.64,Butter,Low
33.47,34.44,120.89,14.53,59.35,Papaya,Moderate
23.57,94.7,283.0,44.74,9.67,Chicken,Moderate
22.7,35.43,129.72,6.09,33.84,Lentil,Low
38.72,39.04,297.34,1.79,55.55,Egg,Moderate
28.27,91.49,119.52,12.7,69.42,Ready meals,Moderate
26.51,83.55,116.22,41.43,17.0,Carrot,Moderate
43.14,98.06,81.5,8.85,65.87,Grapes,Moderate
42.94,87.03,85.21,19.18,8.07,Papaya,Moderate
28.18,53.8,83.75,16.85,17.26,Grapes,Low
36.89,48.46,138.14,6.71,40.66,Okra,Moderate
20.82,83.1,256.75,15.67,13.32,Frozen corn,Low
32.98,35.77,123.7,13.62,17.53,Mango,Low
24.4,77.15,263.47,28.49,64.48,Ready meals,Moderate
26.06,57.99,131.72,26.6,57.4,Frozen corn,Moderate
43.1,63.79,290.33,35.19,71.61,Okra,Moderate
20.97,78.91,22.64,44.76,43.42,Meat products,Moderate
31.63,67.21,84.86,6.82,17.07,Egg,Low
40.39,43.6,183.48,31.49,14.53,Rice,Moderate
44.07,79.84,5.35,32.65,41.83,Orange,High
11.63,55.51,56.31,28.34,69.05,Milk,Moderate
20.93,50.39,166.66,18.81,1.38,Brinjal,Low
28.25,44.92,251.51,3.06,66.89,Potato,Low
40.92,37.86,249.08,5.83,54.69,Cauliflower,Moderate
26.03,81.13,161.19,3.34,17.63,Lentil,Low
31.81,92.27,27.26,36.91,4.3,Okra,Moderate
23.82,90.41,112.27,37.21,11.87,Barley,Moderate
16.97,89.92,279.83,46.32,33.91,Fish,Moderate
36.55,35.28,219.5,3.14,64.83,Papaya,Moderate
39.73,49.26,102.86,45.6,63.21,Fish,High
13.97,65.96,58.78,29.93,3.31,Chicken,Moderate
35.42,85.03,95.66,14.89,54.36,Cheese,Moderate
23.39,62.5,137.37,45.11,9.59,Barley,Low
44.74,90.61,24.57,31.75,40.26,Paneer,High
22.68,95.1,6.34,44.25,39.25,Frozen peas,Moderate
40.62,85.28,144.85,30.0,12.46,Orange,Moderate
34.57,81.72,225.92,12.09,14.51,Paneer,Moderate
29.06,52.36,126.05,41.7,8.29,Wheat,Low
35.9,52.69,162.48,40.67,20.91,Ready meals,Moderate
31.89,64.8,263.44,43.01,37.27,Milk,High
10.85,99.0,136.39,34.69,15.14,Cauliflower,Moderate
23.95,33.79,80.9,8.85,29.27,Potato,Low
30.13,47.62,66.28,42.91,22.27,Rice,Moderate
21.18,94.92,178.36,38.52,43.95,Papaya,Moderate
39.94,91.41,78.11,27.91,11.47,Papaya,Moderate
41.09,44.52,37.49,38.27,14.05,Potato,Moderate
25.06,56.61,147.66,27.22,2.67,Milk,Moderate
34.68,32.53,234.54,14.67,29.02,Tomato,Low
28.33,79.55,144.28,12.36,7.92,Egg,Low
22.77,77.53,202.87,7.76,57.99,Papaya,Moderate
40.49,71.94,93.17,37.85,42.37,Spinach,Moderate
19.23,34.9,15.54,18.4,58.41,Okra,Low
32.53,31.44,143.83,29.69,34.34,Grapes,Moderate
39.38,56.6,108.91,41.05,62.25,Spinach,Moderate
32.65,32.57,42.88,44.06,46.98,Potato,Moderate
28.72,32.77,84.73,7.9,31.73,Carrot,Low
40.67,99.1,160.85,44.55,37.93,Cabbage,High
10.22,88.65,213.02,26.61,48.62,Okra,Moderate
34.35,87.75,295.93,37.28,66.75,Wheat,High
24.66,63.03,295.64,14.91,14.79,Wheat,Low
22.36,70.19,53.84,3.14,59.39,Maize,Low
21.38,96.91,20.37,11.51,31.06,Grapes,Low
39.7,41.18,175.06,19.39,26.64,Barley,Low
43.86,41.64,109.69,19.65,24.34,Pineapple,Low
35.18,98.4,51.63,5.29,20.5,Pineapple,Moderate
34.26,83.26,188.71,4.61,52.38,Milk,High
12.51,65.36,47.16,22.6,63.68,Ready meals,Low
10.23,31.66,122.46,44.2,43.79,Ice cream,Moderate
12.38,72.64,252.41,8.8,11.41,Ready meals,Low
19.01,63.37,264.08,41.69,8.37,Frozen peas,Low
34.0,68.5,0.0,12.0,2.0,Apple,Low
